wl_id,boundary_kind,Q_R_Byte,Q_S_Byte,M_OP,RI_state,RI_exact
wl_14b_down_prefill_b8_l8192_load_tp_r192_c160,tile_port,141557760,48922361856,9277129359360,finite,1728/5
wl_14b_lm_head_decode_b1_static_tp_r192_c160,tile_port,0,8110080,1557135360,infinite,
wl_14b_lm_head_decode_b1_load_tp_r192_c160,tile_port,1557135360,8110080,1557135360,finite,1/192
wl_14b_lm_head_prefill_b1_l2048_load_tp_r192_c160,tile_port,1557135360,16609443840,3189013217280,finite,32/3
wl_14b_lm_head_prefill_b1_l8192_load_tp_r192_c160,tile_port,1557135360,66437775360,12756052869120,finite,128/3
wl_14b_lm_head_decode_b8_static_tp_r192_c160,tile_port,0,64880640,12457082880,infinite,
wl_14b_lm_head_decode_b8_load_tp_r192_c160,tile_port,1557135360,64880640,12457082880,finite,1/24
wl_14b_lm_head_prefill_b8_l2048_load_tp_r192_c160,tile_port,1557135360,132875550720,25512105738240,finite,256/3
wl_14b_lm_head_prefill_b8_l8192_load_tp_r192_c160,tile_port,1557135360,531502202880,102048422952960,finite,1024/3
wl_14b_gate_reload_b1_l2048_e4_tp_r192_c160,tile_port,566231040,1509949440,289910292480,finite,8/3
wl_14b_attn_prefill_b1_l2048_tp_r192_c160_qk,tile_port,4194304,122552320,21485322240,finite,935/32
wl_14b_attn_prefill_b1_l2048_tp_r192_c160_av,tile_port,4194304,167854080,21485322240,finite,10245/256
wl_14b_attn_prefill_b1_l2048_tp_r192_c160,tile_port,8388608,290406400,42970644480,finite,17725/512
wl_14b_attn_prefill_b1_l8192_tp_r192_c160_qk,tile_port,16777216,1831731200,343639326720,finite,13975/128
wl_14b_attn_prefill_b1_l8192_tp_r192_c160_av,tile_port,16777216,2684682240,343639326720,finite,40965/256
wl_14b_attn_prefill_b1_l8192_tp_r192_c160,tile_port,33554432,4516413440,687278653440,finite,68915/512
wl_14b_attn_decode_b1_v2048_tp_r192_c160_qk,tile_port,2048,112640,20971520,finite,55
wl_14b_attn_decode_b1_v2048_tp_r192_c160_av,tile_port,2048,163840,20971520,finite,80
wl_14b_attn_decode_b1_v2048_tp_r192_c160,tile_port,4096,276480,41943040,finite,135/2
wl_14b_attn_decode_b1_v8192_tp_r192_c160_qk,tile_port,2048,440320,83886080,finite,215
wl_14b_attn_decode_b1_v8192_tp_r192_c160_av,tile_port,2048,655360,83886080,finite,320
wl_14b_attn_decode_b1_v8192_tp_r192_c160,tile_port,4096,1095680,167772160,finite,535/2
wl_14b_attn_prefill_b8_l2048_tp_r192_c160_qk,tile_port,33554432,980418560,171882577920,finite,935/32
wl_14b_attn_prefill_b8_l2048_tp_r192_c160_av,tile_port,33554432,1342832640,171882577920,finite,10245/256
wl_14b_attn_prefill_b8_l2048_tp_r192_c160,tile_port,67108864,2323251200,343765155840,finite,17725/512
wl_14b_attn_prefill_b8_l8192_tp_r192_c160_qk,tile_port,134217728,14653849600,2749114613760,finite,13975/128
wl_14b_attn_prefill_b8_l8192_tp_r192_c160_av,tile_port,134217728,21477457920,2749114613760,finite,40965/256
wl_14b_attn_prefill_b8_l8192_tp_r192_c160,tile_port,268435456,36131307520,5498229227520,finite,68915/512
wl_14b_attn_decode_b8_v2048_tp_r192_c160_qk,tile_port,16384,901120,167772160,finite,55
wl_14b_attn_decode_b8_v2048_tp_r192_c160_av,tile_port,16384,1310720,167772160,finite,80
wl_14b_attn_decode_b8_v2048_tp_r192_c160,tile_port,32768,2211840,335544320,finite,135/2
wl_14b_attn_decode_b8_v8192_tp_r192_c160_qk,tile_port,16384,3522560,671088640,finite,215
wl_14b_attn_decode_b8_v8192_tp_r192_c160_av,tile_port,16384,5242880,671088640,finite,320
wl_14b_attn_decode_b8_v8192_tp_r192_c160,tile_port,32768,8765440,1342177280,finite,535/2
wl_14b_train_gate_u2048_a1_tp_r192_c160_forward,tile_port,0,1509949440,289910292480,infinite,
wl_14b_train_gate_u2048_a1_tp_r192_c160_dx,tile_port,0,1528823808,289910292480,infinite,
wl_14b_train_gate_u2048_a1_tp_r192_c160_dw,tile_port,20971520,1528823808,289910292480,finite,729/10
wl_14b_train_gate_u2048_a1_tp_r192_c160_dw_alternative,tile_port,56623104,1509949440,289910292480,finite,80/3
wl_14b_train_gate_u2048_a1_tp_r192_c160,tile_port,304087040,4567597056,869730877440,finite,2178/145
wl_14b_train_gate_u2048_a16_tp_r192_c160_forward,tile_port,0,1509949440,289910292480,infinite,
wl_14b_train_gate_u2048_a16_tp_r192_c160_dx,tile_port,0,1528823808,289910292480,infinite,
wl_14b_train_gate_u2048_a16_tp_r192_c160_dw,tile_port,20971520,1528823808,289910292480,finite,729/10
wl_14b_train_gate_u2048_a16_tp_r192_c160_dw_alternative,tile_port,56623104,1509949440,289910292480,finite,80/3
wl_14b_train_gate_u2048_a16_tp_r192_c160,tile_port,618659840,73081552896,13915694039040,finite,34848/295
wl_7b_k_decode_b8_int8_int8_lo,logical_operator,1835008,28672,29360128,finite,1/64
wl_7b_k_decode_b8_int8_int4_lo,logical_operator,917504,28672,29360128,finite,1/32
wl_7b_qkv_fused_u8_lo,logical_operator,33030144,57344,264241152,finite,1/576
wl_7b_gate_up_fused_u8_lo,logical_operator,271581184,57344,2172649472,finite,1/4736
wl_7b_attn_decode_b1_v2048_copy7_lo_qk,logical_operator,7168,7168,14680064,finite,1
wl_7b_attn_decode_b1_v2048_copy7_lo_av,logical_operator,7168,114688,14680064,finite,16
wl_7b_attn_decode_b1_v2048_copy7_lo,logical_operator,14336,121856,29360128,finite,17/2
wl_7b_attn_decode_b1_v2048_copy7_tp_r128_c128_qk,tile_port,7168,114688,14680064,finite,16
wl_7b_attn_decode_b1_v2048_copy7_tp_r128_c128_av,tile_port,7168,114688,14680064,finite,16
wl_7b_attn_decode_b1_v2048_copy7_tp_r128_c128,tile_port,14336,229376,29360128,finite,16
wl_7b_attn_decode_b1_v2048_copy7_tp_r192_c160_qk,tile_port,7168,78848,14680064,finite,11
wl_7b_attn_decode_b1_v2048_copy7_tp_r192_c160_av,tile_port,7168,114688,14680064,finite,16
wl_7b_attn_decode_b1_v2048_copy7_tp_r192_c160,tile_port,14336,193536,29360128,finite,27/2
